Snapshots,Cost_time,final_loss
OriginPaper,16337.769299983978,0.0339546,||cost_time:,19.0484778881073,542.5318467617035,1063.9339504241943,1603.2327692508698,2151.269186735153,2694.3670864105225,3240.320469379425,3784.6865639686584,4331.340646982193,4876.360501527786,5425.246688365936,5969.556795358658,6509.351186513901,7059.20863866806,7607.002636194229,8150.458567857742,8698.289427280426,9246.119218587875,9787.213152885437,10333.199814081192,10878.981294631958,11428.367108345032,11972.88434433937,12513.908045768738,13061.798386335373,13608.065066099167,14154.097096681595,14699.815957307816,15245.663029432297,15788.95148730278,16337.769299983978,||loss:,0.366183,0.125334,0.0751336,0.0708689,0.0677071,0.0611077,0.0570916,0.0525402,0.0807224,0.0495061,0.0434947,0.0532215,0.0478665,0.0508298,0.0563026,0.0357668,0.0425847,0.0478946,0.05077,0.0385887,0.035252,0.0337273,0.0365816,0.0354811,0.0419858,0.0360341,0.0299445,0.0371022,0.0293469,0.0339546
OriginPaper,20211.923560142517,0.0946499,||cost_time:,23.84945249557495,533.6776204109192,1041.3713903427124,1557.777856349945,2084.6555240154266,2604.5732164382935,3135.9755532741547,3666.739836215973,4192.992918252945,4720.519481658936,5254.824466228485,5779.237597703934,6307.0557363033295,6835.279129981995,7363.88304400444,7889.844614267349,8413.985259532928,8937.38725566864,9467.305599451065,9987.785108804703,10508.83796954155,11032.414750814438,11557.231784820557,12077.759804725647,12604.918969631195,13129.869154930115,13652.473320245743,14178.825886964798,14698.480004549026,15221.627999782562,15745.778633594513,16263.228545427322,16703.65578842163,17143.68056178093,17581.55318570137,18018.234933137894,18456.71966791153,18891.358001470566,19332.991796970367,19771.709705352783,20211.923560142517,||loss:,0.367891,0.245605,0.160954,0.196763,0.172032,0.166559,0.0589695,0.116864,0.160675,0.159449,0.173451,0.162701,0.164722,0.104414,0.127147,0.121546,0.133303,0.129099,0.11728,0.119031,0.0695512,0.0694108,0.114228,0.140692,0.12368,0.10603,0.1019,0.0591133,0.0818199,0.105666,0.116922,0.111297,0.130413,0.090508,0.0716184,0.05054,0.112155,0.0870899,0.0988428,0.0946499
OriginPaper,24649.9102768898,0.0774868,||cost_time:,17.85873579978943,413.4105706214905,814.2792253494263,1214.2769317626953,1650.4325461387634,2175.460687637329,2699.5631539821625,3230.965306997299,3775.187308073044,4318.103608369827,4864.716824531555,5408.698023319244,5956.23480796814,6503.028435230255,7043.96247792244,7583.045237064362,8123.130936384201,8664.170918941498,9213.679355621338,9752.465485334396,10293.761503458023,10836.045732975006,11379.57584142685,11919.695274591446,12461.924228191376,13003.930856704712,13545.259028196335,14084.077585935593,14620.604984760284,15158.585802078247,15703.083308458328,16246.873010873795,16787.304467201233,17326.503197431564,17857.463787794113,18315.9141869545,18780.030475378036,19230.873169898987,19684.874479293823,20135.52174425125,20588.18112230301,21043.225487470627,21497.732699394226,21929.147940158844,22314.366359472275,22694.365471363068,23081.47406578064,23468.41715812683,23853.283640384674,24239.38283777237,24649.9102768898,||loss:,0.369657,0.0813475,0.107334,0.0984828,0.0746964,0.0740655,0.0812118,0.105069,0.0993525,0.089798,0.0746315,0.0813914,0.0816217,0.079324,0.0721632,0.0584941,0.0687351,0.0704505,0.081497,0.0732389,0.0635447,0.0779877,0.0678673,0.0943272,0.0790882,0.0784102,0.0818381,0.0739791,0.0781543,0.0663317,0.0649335,0.073637,0.0724813,0.0758791,0.0819528,0.0691642,0.0669727,0.0721392,0.0792549,0.0656552,0.0740955,0.0720626,0.0707572,0.0718094,0.0638793,0.075045,0.0702592,0.0635689,0.0641764,0.0774868
OriginPaper,24859.582386016846,0.0706074,||cost_time:,16.432878255844116,407.1913001537323,808.0170245170593,1212.0666840076447,1616.5312418937683,2156.029538631439,2702.1730573177338,3249.665537595749,3797.44242978096,4342.457402706146,4892.299247264862,5442.463835954666,5994.351016044617,6545.193404436111,7097.376578569412,7643.234205007553,8193.587007284164,8740.372830152512,9291.082506895065,9835.752237319946,10387.042239904404,10935.235003709793,11484.02130317688,12030.285938739777,12579.179451227188,13126.911458730698,13674.828923463821,14221.850212097168,14765.891224861145,15315.834154605865,15865.939633607864,16411.779309272766,16961.80306482315,17512.5442609787,18031.872010707855,18491.727735757828,18960.006174087524,19413.178847789764,19869.931250333786,20320.64644408226,20784.55562877655,21245.47624397278,21702.69371676445,22119.399757385254,22504.48875927925,22884.667053222656,23273.168265342712,23660.22218298912,24043.651512145996,24433.65903902054,24859.582386016846,||loss:,0.366805,0.245984,0.217116,0.178053,0.232169,0.174502,0.10875,0.169339,0.188884,0.196706,0.181983,0.173444,0.151759,0.108985,0.122204,0.148616,0.150688,0.15198,0.151119,0.148271,0.0917184,0.107753,0.162186,0.139198,0.139115,0.140792,0.138417,0.0732683,0.0856044,0.126836,0.154711,0.190369,0.133694,0.125385,0.0983102,0.102453,0.176528,0.120064,0.157819,0.14514,0.146247,0.0850715,0.0734821,0.141034,0.118009,0.132271,0.143006,0.132525,0.0821984,0.0706074
OriginPaper,23488.752955198288,0.0395443,||cost_time:,23.30442237854004,439.2602107524872,814.3892321586609,1198.7285056114197,1581.3134174346924,1955.9133381843567,2345.7204632759094,2758.1758852005005,3232.154513835907,3704.802124977112,4180.6604952812195,4663.973967552185,5140.777400493622,5621.308937549591,6105.017973423004,6580.246458768845,7062.9308178424835,7540.700355768204,8026.647411823273,8509.610943078995,8993.71415758133,9476.319377660751,9958.568474292755,10440.00397515297,10922.097532987595,11402.327938079834,11883.727163791656,12369.296020030975,12854.775935411453,13339.046695232391,13820.712821483612,14304.898797273636,14788.29193687439,15271.802211284637,15756.094098567963,16235.030500411987,16715.052238464355,17201.76695203781,17683.228762626648,18168.302337646484,18651.9909658432,19138.74395942688,19622.724312782288,20108.167016029358,20588.65180850029,21073.06251502037,21559.81491470337,22041.506040096283,22524.69576239586,23006.751179218292,23488.752955198288,||loss:,0.367269,0.225883,0.212095,0.22804,0.175014,0.158607,0.132687,0.149146,0.121781,0.131714,0.138136,0.200395,0.106895,0.0704095,0.0916164,0.152255,0.161898,0.127261,0.129673,0.10178,0.0859828,0.10287,0.114762,0.128898,0.104555,0.12023,0.089923,0.0500586,0.0756643,0.116625,0.128136,0.11522,0.104692,0.0781366,0.0573806,0.0534963,0.111893,0.103098,0.117551,0.0981315,0.0843471,0.0751357,0.0425537,0.0928443,0.100092,0.107939,0.110236,0.0896598,0.0553176,0.0395443
OriginPaper,23720.243391513824,0.0232778,||cost_time:,20.727225303649902,455.532431602478,833.9737765789032,1220.5588121414185,1607.0810668468475,1986.0749187469482,2378.019089460373,2795.199645280838,3275.9816160202026,3758.426137447357,4239.854224205017,4727.274520397186,5207.329062223434,5694.6049637794495,6181.977982997894,6666.691092252731,7153.924996376038,7641.519933223724,8131.792239665985,8620.934226989746,9107.388659477234,9595.006759881973,10081.110211133957,10566.227946996689,11054.319039106369,11537.53317809105,12024.9185359478,12509.721667528152,12997.397463321686,13486.48577952385,13974.27297115326,14464.340164422989,14951.152476787567,15437.157291173935,15924.884012699127,16412.84953546524,16902.33669281006,17389.65157723427,17881.136319875717,18369.05906701088,18856.27540063858,19344.633457183838,19836.53349494934,20325.508796691895,20815.636165857315,21302.616183519363,21793.470137119293,22283.102735996246,22770.320355176926,23260.66530585289,23720.243391513824,||loss:,0.370515,0.103813,0.0683282,0.0666455,0.0717516,0.0535191,0.0683261,0.0655729,0.0848578,0.0592982,0.0578785,0.0444289,0.0478685,0.0549981,0.0479763,0.0607739,0.0504877,0.0417125,0.0411925,0.0392671,0.0318457,0.0296457,0.0373219,0.0397824,0.0358223,0.0378488,0.0327545,0.0296884,0.0375247,0.03806,0.0295493,0.0318694,0.0309578,0.0379752,0.0311624,0.0246204,0.0364946,0.0367618,0.0322724,0.025911,0.0280277,0.024676,0.0265179,0.0276397,0.0308636,0.0269773,0.0253706,0.0225201,0.0296636,0.0232778
OriginPaper,26163.376688480377,0.0617816,||cost_time:,21.14878511428833,925.483654499054,1843.6930363178253,2769.3519699573517,3698.6546635627747,4614.869512319565,5541.937497377396,6461.819290399551,7387.561355352402,8309.725920438766,9231.168147325516,10156.894654035568,11083.174731731415,12010.063359260559,12933.335454463959,13860.935249567032,14795.32339167595,15729.48578119278,16662.047466516495,17596.010108709335,18531.923350572586,19460.726823091507,20389.15749168396,21241.71831345558,21947.987134218216,22644.79266142845,23346.2155251503,24050.273147821426,24750.29984998703,25462.71007156372,26163.376688480377,||loss:,0.369171,0.109766,0.0873436,0.0896609,0.102607,0.086006,0.086835,0.0826471,0.0735284,0.0809482,0.0889511,0.0765585,0.0803017,0.0715584,0.074472,0.0779647,0.0694893,0.0682944,0.0677957,0.0819698,0.0688462,0.0761623,0.0695664,0.0694377,0.0715911,0.0652598,0.0754643,0.0745008,0.0709266,0.0617816
OriginPaper,32454.935294389725,0.117706,||cost_time:,26.26734495162964,943.896324634552,1856.865999698639,2780.743243455887,3704.6381561756134,4616.3655886650085,5542.709947109222,6455.64786028862,7381.307425737381,8301.167715549469,9223.014182329178,10148.062751054764,11071.529890298843,11993.38353729248,12915.87915277481,13841.64938211441,14771.973942518234,15707.586778640747,16635.980498075485,17566.255800008774,18497.11165046692,19424.597419977188,20349.7132024765,21175.967289686203,21865.45813179016,22548.47284221649,23234.83303809166,23924.53533768654,24610.19380927086,25306.9082968235,25994.439425468445,26639.13676214218,27284.61652636528,27930.23144555092,28575.813150644302,29222.0039396286,29867.46365404129,30513.475577116013,31160.642988204956,31808.48310828209,32454.935294389725,||loss:,0.369046,0.235093,0.183282,0.108102,0.159741,0.187013,0.195917,0.143425,0.161165,0.152622,0.0922516,0.163401,0.149075,0.131726,0.0980758,0.144022,0.139236,0.0987808,0.148349,0.131232,0.150474,0.0775822,0.128067,0.147187,0.0775212,0.132346,0.133257,0.127139,0.0817424,0.12348,0.122877,0.0681916,0.137757,0.110662,0.131594,0.0919804,0.10935,0.13046,0.0816739,0.117706
OriginPaper,14322.310313463211,0.159754,||cost_time:,20.9896342754364,492.66124153137207,968.0485565662384,1440.8631825447083,1926.3643107414246,2410.627893447876,2883.568839073181,3356.5844972133636,3831.8841404914856,4307.894297361374,4783.129088401794,5257.130569458008,5732.269404411316,6206.623249530792,6681.138641119003,7157.459079504013,7635.5870044231415,8112.247756242752,8589.550826311111,9070.329418182373,9549.059138774872,10025.30715417862,10502.802886247635,10981.894776582718,11458.710952281952,11938.63780260086,12415.029827594757,12890.989937067032,13368.440963745117,13845.44161939621,14322.310313463211,||loss:,0.366729,0.227852,0.209196,0.185333,0.176973,0.195098,0.198656,0.165047,0.179637,0.208167,0.150367,0.169662,0.165951,0.155557,0.154268,0.151973,0.161778,0.1631,0.13232,0.160108,0.169154,0.121018,0.162458,0.181003,0.15359,0.136491,0.1203,0.128028,0.118257,0.159754
OriginPaper,22580.161718845367,0.114715,||cost_time:,24.56860852241516,497.1656165122986,962.9528701305389,1431.8711042404175,1897.9296221733093,2356.6048369407654,2824.8639607429504,3295.040116786957,3766.299111366272,4239.012346744537,4708.4327030181885,5178.75454044342,5649.4942462444305,6117.780133962631,6590.753221511841,7062.0060884952545,7537.963879823685,8011.89765048027,8484.661301136017,8960.322830438614,9437.061293840408,9911.35227894783,10387.8586332798,10862.72538304329,11334.361682653427,11810.632147073746,12280.870389699936,12751.241051197052,13224.788922786713,13698.017204999924,14173.019203662872,14596.788854837418,15017.432711601257,15439.695233345032,15858.75983953476,16279.480845212936,16701.401960372925,17121.664351463318,17543.897792339325,17961.926876068115,18382.6327252388,18797.58109474182,19217.950954198837,19639.052758932114,20057.24973487854,20477.92175102234,20897.808587789536,21318.201432704926,21741.25488138199,22160.945298433304,22580.161718845367,||loss:,0.363759,0.225892,0.187125,0.20908,0.209671,0.177357,0.219101,0.187875,0.178786,0.178466,0.186892,0.157282,0.162744,0.158111,0.176871,0.159154,0.170287,0.189236,0.160412,0.148627,0.141671,0.128331,0.149223,0.157149,0.159936,0.124467,0.133463,0.137649,0.131719,0.136645,0.171712,0.164487,0.116749,0.162219,0.139886,0.126906,0.151014,0.13081,0.139918,0.13982,0.13368,0.140599,0.122878,0.129342,0.122605,0.137213,0.138632,0.115524,0.126206,0.114715
